NO_OF_FRAMES	1200
NO_OF_CAMERAS	7
NO_OF_MARKERS	3
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2014-06-30, 12:59:36	3231.27037116
DATA_INCLUDED	3D
MARKER_NAMES	HIP	KNEE	ANKLE
Frame	Time	HIP X	HIP Y	HIP Z	KNEE X	KNEE Y	KNEE Z	ANKLE X	ANKLE Y	ANKLE Z	
613	2.55417	756.756	762.566	1072.342	792.924	756.922	644.182	799.706	840.854	331.211
614	2.55833	756.089	762.610	1076.863	792.993	754.017	650.515	799.344	842.524	338.357
615	2.56250	755.950	762.568	1082.292	792.916	752.625	655.939	798.593	844.545	344.529
616	2.56667	755.270	762.993	1086.180	793.165	750.022	661.720	798.203	845.624	351.937
617	2.57083	754.656	762.698	1090.694	793.338	748.748	666.715	797.534	847.922	357.973
618	2.57500	754.324	762.281	1095.247	793.844	745.943	672.749	797.250	848.778	364.918
619	2.57917	753.908	762.082	1099.162	793.753	744.850	676.929	796.884	850.208	370.233
620	2.58333	754.006	761.773	1103.607	793.614	742.113	682.590	797.046	851.499	376.643
621	2.58750	753.838	761.460	1107.517	793.298	741.541	686.713	796.798	852.284	382.293
622	2.59167	753.706	761.469	1110.940	793.169	740.443	691.113	796.656	853.390	386.966
623	2.59583	754.050	760.842	1115.067	793.242	739.115	695.857	796.549	853.255	392.404
624	2.60000	754.341	759.524	1119.036	793.228	738.779	699.756	796.127	854.281	396.186
625	2.60417	754.547	758.963	1122.158	793.266	737.996	703.966	795.894	854.714	400.219
626	2.60833	755.031	758.473	1125.855	793.079	737.657	707.644	796.044	854.694	404.685
627	2.61250	755.419	756.928	1129.397	792.963	738.126	710.912	795.689	854.867	408.081
628	2.61667	755.605	755.902	1132.266	792.824	738.055	713.887	795.316	855.404	410.746
629	2.62083	756.008	755.638	1135.246	792.907	737.337	717.758	795.337	855.007	414.376
630	2.62500	756.410	754.167	1138.866	792.764	737.963	720.742	795.348	854.531	417.690
631	2.62917	756.264	752.787	1141.581	792.576	738.137	723.117	794.966	854.491	419.843
632	2.63333	756.186	752.079	1144.290	792.241	738.612	725.186	794.909	854.630	421.892
633	2.63750	756.417	751.463	1147.142	792.092	738.318	728.067	795.159	854.035	424.149
634	2.64167	756.243	750.400	1149.777	791.946	738.390	730.788	795.480	853.324	426.432
635	2.64583	755.992	749.408	1152.214	791.608	738.699	732.614	795.816	852.594	428.502
636	2.65000	755.770	748.948	1154.376	791.338	739.165	734.398	796.107	851.783	430.434
637	2.65417	755.566	748.546	1156.566	791.137	739.592	735.614	796.149	851.248	431.701
638	2.65833	755.352	748.438	1158.539	790.983	740.057	736.872	796.185	850.648	432.543
639	2.66250	755.323	748.247	1160.379	790.749	740.440	737.954	796.296	849.979	433.103
640	2.66667	755.070	748.088	1162.175	790.628	740.614	739.439	796.653	849.121	433.702
641	2.67083	754.806	747.945	1163.606	790.558	740.553	740.678	796.767	847.843	434.440
642	2.67500	754.265	747.701	1164.878	790.552	740.549	741.685	797.015	846.740	435.026
643	2.67917	754.155	748.042	1166.063	790.382	740.409	742.281	797.171	845.643	435.250
644	2.68333	753.789	748.249	1166.856	790.420	740.348	742.896	797.448	844.612	435.504
645	2.68750	753.487	748.400	1167.583	790.230	740.208	743.170	797.883	843.228	435.606
646	2.69167	753.164	748.769	1168.060	790.216	739.841	743.526	798.063	841.938	435.183
647	2.69583	752.791	749.125	1168.279	790.158	739.566	743.541	798.374	840.673	434.805
648	2.70000	752.518	749.534	1168.299	790.029	739.336	743.237	798.649	839.582	433.967
649	2.70417	752.162	749.839	1168.132	789.951	738.997	742.855	799.057	838.410	433.395
650	2.70833	751.877	750.075	1167.812	789.855	738.691	742.165	799.698	837.079	432.575
651	2.71250	751.658	750.308	1167.327	789.675	738.315	741.286	800.353	835.674	431.469
652	2.71667	751.465	750.631	1166.617	789.587	737.908	740.154	800.773	834.201	430.295
653	2.72083	751.183	751.205	1165.572	789.506	737.595	738.868	801.235	832.957	428.931
654	2.72500	751.006	751.821	1164.408	789.557	737.451	737.470	801.724	831.604	427.322
655	2.72917	750.794	752.531	1162.894	789.575	737.021	736.260	802.269	830.175	425.684
656	2.73333	750.553	753.189	1161.216	789.559	736.602	735.118	802.950	828.646	424.125
657	2.73750	750.409	753.374	1159.760	789.654	735.939	733.725	803.517	826.843	422.146
658	2.74167	750.337	753.670	1157.911	789.456	735.212	731.993	804.033	825.485	420.034
659	2.74583	750.008	753.850	1155.557	789.436	734.941	730.128	804.904	824.309	417.879
660	2.75000	749.663	754.320	1153.081	789.388	735.060	727.560	805.401	822.990	414.940
661	2.75417	749.106	754.994	1150.292	789.109	735.285	724.711	805.736	821.528	412.174
662	2.75833	748.998	755.187	1148.026	789.242	735.116	722.473	806.446	820.300	409.261
663	2.76250	748.724	755.491	1145.141	789.055	734.412	719.937	806.934	818.751	406.397
664	2.76667	748.763	755.542	1142.162	789.136	734.428	717.060	807.509	817.151	403.361
665	2.77083	748.640	755.827	1139.073	788.902	734.921	713.325	808.242	815.711	400.243
666	2.77500	748.849	755.907	1135.699	788.820	734.718	710.188	808.623	814.386	396.432
667	2.77917	748.633	755.929	1132.321	788.755	734.551	707.275	809.022	813.343	392.321
668	2.78333	748.859	756.369	1128.841	789.044	734.982	703.675	809.857	811.869	388.828
669	2.78750	748.882	756.605	1124.912	789.013	735.395	699.366	810.442	810.390	384.899
670	2.79167	748.693	756.508	1121.026	789.255	734.966	695.991	810.851	809.182	380.298
671	2.79583	748.771	756.572	1117.082	789.428	735.228	691.949	811.356	807.951	375.757
672	2.80000	748.553	756.560	1112.279	789.221	735.453	687.104	812.043	806.033	372.012
673	2.80417	748.554	756.646	1108.102	789.211	735.363	683.356	812.525	805.043	366.980
674	2.80833	748.529	756.628	1103.427	789.186	736.156	678.613	813.001	803.677	361.755
675	2.81250	748.522	757.063	1098.549	788.948	736.185	673.290	813.893	801.923	357.420
676	2.81667	748.611	756.744	1093.572	788.990	735.825	669.045	814.370	800.592	351.800
677	2.82083	748.639	756.972	1088.211	788.833	736.038	663.013	814.945	798.808	346.552
678	2.82500	748.312	756.540	1082.993	789.332	735.493	658.669	815.757	796.800	341.913
679	2.82917	747.958	757.206	1077.222	789.574	735.097	652.925	816.459	796.031	335.556
680	2.83333	747.829	757.000	1071.537	789.615	734.754	647.536	817.130	794.043	330.192
681	2.83750	747.749	757.674	1065.311	789.675	734.341	641.467	817.910	792.567	324.183
682	2.84167	748.020	757.396	1059.763	789.484	734.090	635.654	818.330	791.123	317.732
683	2.84583	747.756	757.643	1052.945	789.481	732.987	629.671	819.355	789.159	312.371
684	2.85000	747.462	758.059	1047.027	789.359	732.631	622.858	819.862	788.227	305.363
685	2.85417	746.967	758.799	1039.807	789.763	731.897	616.725	820.496	786.300	299.372
686	2.85833	746.825	758.579	1033.398	789.803	730.702	609.874	820.933	785.290	292.434
687	2.86250	746.765	759.069	1026.378	790.263	729.190	603.675	821.731	783.635	285.893
688	2.86667	746.449	759.920	1018.877	790.535	728.641	596.518	822.207	782.454	278.992
689	2.87083	745.911	759.689	1011.927	790.751	726.997	589.737	822.541	781.400	271.953
690	2.87500	745.620	760.777	1004.093	790.412	725.939	582.002	822.994	780.204	264.724
691	2.87917	745.376	761.628	996.313	790.773	724.456	575.033	823.378	779.030	257.493
692	2.88333	745.269	761.364	988.990	790.693	722.973	567.016	823.754	777.995	250.478
693	2.88750	745.014	762.154	980.608	791.023	721.143	559.475	824.258	777.058	242.837
694	2.89167	744.688	763.432	972.385	791.345	718.987	551.751	824.336	776.484	234.968
695	2.89583	744.520	763.347	964.483	791.620	717.181	543.499	824.781	775.226	228.071
696	2.90000	744.117	764.479	955.775	791.792	714.479	535.992	824.518	775.019	219.434
697	2.90417	743.973	765.168	946.690	791.816	712.603	527.117	824.784	774.029	212.655
698	2.90833	743.805	765.543	938.022	791.894	710.021	519.275	824.552	774.722	204.017
699	2.91250	743.541	766.452	929.378	791.894	707.707	510.165	824.360	775.480	196.676
700	2.91667	743.296	766.876	919.998	792.380	705.462	501.391	823.619	778.513	190.058
701	2.92083	743.403	767.925	910.488	793.173	701.617	493.795	822.440	784.367	183.028
702	2.92500	743.339	768.571	900.628	793.984	698.562	484.919	821.009	791.430	177.445
703	2.92917	742.927	768.778	891.271	794.401	694.010	477.894	819.215	799.208	172.187
704	2.93333	742.684	769.601	881.791	794.416	691.538	469.359	816.258	806.875	167.097
705	2.93750	743.050	769.618	872.278	794.287	687.830	462.805	813.669	813.486	163.173
706	2.94167	742.606	770.723	861.928	794.298	686.580	454.622	812.390	818.459	159.738
707	2.94583	742.236	771.443	851.676	794.588	684.111	448.851	811.928	821.687	156.742
708	2.95000	742.073	771.687	842.036	794.618	683.128	441.103	810.908	825.168	152.130
709	2.95417	742.694	771.465	833.000	795.181	680.633	435.760	810.606	826.965	148.957
710	2.95833	742.369	771.452	824.209	795.617	678.956	429.028	810.998	827.979	145.703
711	2.96250	742.327	771.666	815.395	795.707	675.822	423.010	810.763	830.112	141.640
712	2.96667	742.455	771.785	808.185	795.934	672.251	417.162	810.803	831.408	138.262
713	2.97083	742.292	771.931	801.836	795.875	669.725	410.390	811.102	833.173	135.576
714	2.97500	742.331	772.806	795.155	795.471	666.503	405.225	810.358	835.989	131.841
715	2.97917	742.098	772.991	789.547	794.817	665.490	398.768	809.511	837.963	128.515
716	2.98333	742.158	773.797	783.371	794.561	664.740	393.612	808.412	840.424	126.042
717	2.98750	742.562	774.563	777.848	794.145	663.868	389.019	807.198	842.759	121.998
718	2.99167	742.779	775.678	771.711	793.887	664.427	383.192	806.295	843.930	119.300
719	2.99583	743.148	775.972	766.416	793.901	663.659	379.521	805.700	844.870	117.684
720	3.00000	743.541	776.728	760.844	793.698	662.350	375.700	804.829	845.806	116.837
721	3.00417	743.788	776.817	756.496	793.227	661.183	371.933	803.892	846.608	116.515
722	3.00833	742.821	776.731	752.645	792.381	658.422	369.503	803.344	847.132	117.368
723	3.01250	742.508	777.124	748.986	791.421	654.922	368.423	803.366	846.030	117.972
724	3.01667	742.545	777.572	746.156	790.390	650.783	368.237	803.103	844.251	118.454
725	3.02083	742.057	777.478	743.999	789.477	646.194	368.254	802.702	843.179	119.035
726	3.02500	741.950	778.117	741.870	788.454	641.706	368.244	802.550	841.998	121.012
727	3.02917	740.670	776.841	740.549	787.479	637.562	368.093	802.240	840.110	123.308
728	3.03333	740.640	777.151	739.441	786.435	633.779	367.897	801.859	838.467	125.467
729	3.03750	740.452	777.173	738.397	785.724	630.778	367.833	801.147	837.492	126.660
730	3.04167	740.381	777.265	737.524	784.929	628.276	368.157	800.462	836.623	127.632
731	3.04583	740.466	777.372	736.970	784.430	626.305	368.611	800.093	835.860	128.678
732	3.05000	740.557	777.377	736.651	783.955	624.685	369.207	799.959	834.842	129.647
733	3.05417	740.578	777.281	736.499	783.494	623.446	370.072	799.548	833.886	130.573
734	3.05833	740.556	777.112	736.499	783.176	622.477	370.840	799.717	833.044	131.646
735	3.06250	740.623	777.081	736.525	782.732	621.773	371.569	799.620	831.657	132.403
736	3.06667	740.697	776.840	736.801	782.493	620.769	372.609	800.155	831.548	133.906
737	3.07083	740.823	776.748	737.014	782.543	620.271	373.485	800.338	831.263	134.671
738	3.07500	740.971	776.427	737.480	782.536	620.151	374.197	800.622	831.096	134.864
739	3.07917	740.172	775.288	737.982	782.485	619.934	374.801	801.051	831.026	135.246
740	3.08333	740.045	774.997	738.758	782.652	620.278	374.991	801.444	831.001	135.307
741	3.08750	740.566	775.180	739.559	782.897	620.680	375.188	801.771	831.163	135.397
742	3.09167	741.105	775.166	740.185	783.255	621.428	375.237	802.376	831.454	135.194
743	3.09583	741.523	775.291	740.839	783.606	622.171	375.237	802.787	831.562	134.519
744	3.10000	741.855	776.619	741.315	783.936	623.026	375.299	803.235	832.179	134.068
745	3.10417	742.229	779.002	741.743	784.286	624.199	375.329	803.605	832.488	133.489
746	3.10833	742.603	777.791	743.141	784.859	625.590	375.439	804.001	833.051	132.976
747	3.11250	742.707	778.163	743.791	785.249	626.935	375.592	804.402	833.746	132.391
748	3.11667	742.743	778.219	744.788	785.774	628.623	375.729	804.680	834.501	131.737
749	3.12083	742.492	778.982	745.744	786.016	630.187	375.921	805.136	834.311	130.828
750	3.12500	742.109	779.568	746.862	786.530	631.541	376.618	805.518	834.579	130.223
751	3.12917	742.293	779.788	748.354	786.834	632.869	377.314	805.481	834.947	129.757
752	3.13333	744.607	769.122	754.240	786.909	633.992	377.926	805.828	835.264	129.355
753	3.13750	744.544	771.977	754.540	787.277	635.749	378.690	805.930	835.722	129.344
754	3.14167	744.399	773.274	756.072	787.474	637.225	379.503	806.184	835.873	129.186
755	3.14583	744.559	773.406	757.733	787.780	638.644	380.351	806.289	835.947	128.784
756	3.15000	744.774	773.384	759.709	787.945	640.040	381.360	806.128	836.416	128.756
757	3.15417	744.684	773.552	761.493	788.198	641.499	382.572	805.969	836.659	128.591
758	3.15833	744.714	773.807	763.669	788.305	642.993	383.700	805.996	836.747	128.493
759	3.16250	744.613	773.777	765.591	788.440	644.553	384.748	805.949	836.897	128.590
760	3.16667	744.472	773.854	767.551	788.664	646.204	385.914	806.086	837.448	129.053
761	3.17083	744.371	773.899	769.590	788.829	647.749	386.899	806.096	837.558	129.014
762	3.17500	744.638	773.674	771.590	788.917	649.202	387.937	806.161	837.823	129.080
763	3.17917	745.287	775.017	773.484	788.981	650.666	389.002	806.238	838.006	129.098
764	3.18333	744.296	773.954	775.848	789.017	652.377	390.079	806.367	837.980	129.157
765	3.18750	744.040	773.570	778.088	789.121	653.875	390.972	806.517	838.131	129.235
766	3.19167	743.708	773.506	780.027	789.199	655.508	392.165	806.695	838.369	129.302
767	3.19583	743.505	773.579	781.857	789.301	656.935	393.178	806.804	838.629	129.224
768	3.20000	743.477	773.760	784.089	789.374	658.512	394.025	806.874	838.830	129.248
769	3.20417	743.390	773.598	786.201	789.583	660.338	395.141	807.004	839.116	129.152
770	3.20833	743.660	773.326	788.295	789.701	662.157	396.021	807.128	839.345	129.027
771	3.21250	743.960	773.110	790.330	789.755	663.847	396.864	807.099	839.845	128.836
772	3.21667	744.177	773.149	792.161	789.818	665.538	397.767	807.247	840.428	128.651
773	3.22083	744.485	772.953	794.173	789.938	667.337	398.592	807.366	840.856	128.381
774	3.22500	745.549	773.848	796.274	790.086	669.638	399.310	807.407	841.368	128.076
775	3.22917	745.847	773.643	798.011	790.165	671.649	399.956	807.718	841.981	127.824
776	3.23333	745.747	772.234	800.155	790.318	673.638	400.796	807.889	842.596	127.339
777	3.23750	745.910	771.885	801.864	790.440	675.853	401.495	807.971	843.219	127.178
778	3.24167	745.921	771.703	803.523	790.496	678.168	402.147	808.025	843.799	126.750
779	3.24583	746.954	772.420	805.047	790.533	680.312	403.088	808.252	844.182	126.334
780	3.25000	747.182	772.602	806.334	790.753	682.866	403.589	808.333	844.880	125.785
781	3.25417	747.345	772.746	807.703	790.649	685.216	404.325	808.443	845.425	125.249
782	3.25833	747.398	772.843	808.934	790.685	687.215	405.046	808.508	846.119	124.591
783	3.26250	747.695	772.680	810.325	790.699	689.557	405.805	808.514	846.746	123.957
784	3.26667	748.153	772.590	811.726	790.803	691.812	406.409	808.527	847.559	123.454
785	3.27083	748.597	772.326	813.282	790.780	694.085	406.989	808.497	848.040	122.909
786	3.27500	749.364	772.454	814.796	790.707	696.060	407.662	808.429	848.690	122.301
787	3.27917	749.940	772.627	816.257	790.688	698.335	408.235	808.310	849.348	121.690
788	3.28333	750.482	772.895	817.487	790.675	700.616	408.904	808.214	849.681	121.446
789	3.28750	750.890	773.013	818.592	790.803	702.586	409.507	808.158	850.047	121.190
790	3.29167	751.153	773.116	819.576	790.768	704.539	410.028	808.208	850.547	120.918
791	3.29583	751.444	772.914	820.771	790.651	706.516	410.465	808.154	850.867	120.623
792	3.30000	751.776	772.935	822.043	790.540	708.341	411.014	808.141	851.186	120.342
793	3.30417	751.952	772.858	823.140	790.613	710.217	411.655	807.998	851.450	120.049
794	3.30833	751.967	772.532	824.320	790.527	712.123	411.888	808.129	851.796	119.760
795	3.31250	752.456	772.946	825.367	790.614	714.235	412.418	808.080	852.066	119.625
796	3.31667	752.984	773.226	826.564	790.637	716.006	412.872	808.100	852.241	119.330
797	3.32083	753.445	773.085	827.829	790.660	717.689	413.369	808.176	852.573	119.054
798	3.32500	753.887	773.169	828.753	790.529	719.428	413.847	808.233	852.952	118.749
799	3.32917	754.183	773.130	829.576	790.654	721.239	414.204	808.271	853.366	118.482
800	3.33333	754.625	773.394	830.235	790.804	722.986	414.523	808.406	853.646	118.039
801	3.33750	754.915	773.593	830.853	790.975	724.663	414.946	808.430	854.014	117.787
802	3.34167	755.352	773.746	831.419	790.869	726.421	415.147	808.553	854.521	117.366
803	3.34583	755.804	773.618	832.184	790.918	727.943	415.514	808.405	855.056	116.742
804	3.35000	756.193	773.575	832.960	790.921	729.287	415.738	808.618	855.404	116.501
805	3.35417	756.781	773.599	833.625	791.008	730.697	416.053	808.633	855.765	115.990
806	3.35833	757.084	773.749	834.149	791.058	732.285	416.193	808.540	856.433	115.366
807	3.36250	757.580	773.946	834.760	791.067	733.856	416.301	808.576	856.737	114.946
808	3.36667	758.022	773.941	835.245	791.110	735.097	416.444	808.536	857.014	114.462
809	3.37083	758.460	774.004	835.460	791.105	736.453	416.632	808.577	857.448	114.084
810	3.37500	758.980	774.074	835.837	791.122	737.753	416.857	808.576	857.786	113.590
811	3.37917	759.483	773.986	836.182	791.090	739.231	416.899	808.626	858.099	113.137
812	3.38333	759.969	773.760	836.692	791.043	740.902	416.789	808.746	858.522	112.695
813	3.38750	759.896	774.424	836.834	791.036	742.212	416.907	808.788	858.702	112.443
814	3.39167	760.524	774.421	837.103	791.168	743.623	416.883	808.992	858.951	112.200
815	3.39583	761.035	774.440	837.342	791.260	744.845	416.999	809.229	859.137	112.061
816	3.40000	761.614	774.615	837.501	791.388	746.082	417.132	809.465	859.356	111.867
817	3.40417	762.244	774.743	837.711	791.449	747.124	417.341	809.800	859.664	111.674
818	3.40833	763.075	775.058	837.883	791.469	748.078	417.479	809.924	859.805	111.463
819	3.41250	763.686	775.271	838.071	791.609	749.146	417.744	809.896	859.920	111.467
820	3.41667	764.393	775.393	838.359	791.899	750.126	417.907	810.116	860.097	111.250
821	3.42083	764.692	775.503	838.506	792.109	751.016	418.061	809.989	860.171	111.190
822	3.42500	765.097	775.834	838.718	792.268	751.831	418.391	810.155	860.352	111.055
823	3.42917	765.516	776.128	838.979	792.452	752.636	418.503	810.181	860.493	110.881
824	3.43333	765.976	776.524	839.276	792.580	753.442	418.604	810.213	860.470	110.920
825	3.43750	766.533	776.450	839.596	792.745	754.496	418.657	810.166	860.538	110.865
826	3.44167	766.235	781.480	838.318	793.076	755.123	419.046	810.395	860.623	110.741
827	3.44583	766.541	781.999	838.495	793.274	755.900	419.194	810.294	860.717	110.700
828	3.45000	766.396	782.699	839.241	793.531	756.586	419.494	810.390	860.623	110.730
829	3.45417	767.116	782.594	839.641	793.864	757.481	419.712	810.503	860.775	110.681
830	3.45833	767.711	782.766	839.971	794.181	758.106	419.893	810.543	860.880	110.438
831	3.46250	768.212	783.089	840.342	794.474	758.728	420.051	810.659	860.868	110.461
832	3.46667	768.727	783.297	840.629	794.679	759.402	420.198	810.722	861.014	110.490
833	3.47083	769.302	783.754	840.958	794.984	760.159	420.451	810.751	861.041	110.277
834	3.47500	769.754	785.013	841.023	795.309	760.978	420.812	810.723	861.024	110.253
835	3.47917	770.314	783.754	841.752	795.506	761.633	420.746	810.864	861.078	110.092
836	3.48333	770.943	782.870	842.213	795.728	762.511	420.890	810.893	861.176	110.174
837	3.48750	771.333	782.874	842.513	795.859	763.200	421.153	810.985	861.242	110.006
838	3.49167	771.635	783.140	842.810	796.071	764.165	421.155	811.005	861.310	109.956
839	3.49583	771.794	783.339	843.145	796.180	764.832	421.365	810.990	861.465	109.916
840	3.50000	771.933	783.674	843.615	796.456	765.534	421.586	811.118	861.579	109.849
841	3.50417	771.819	783.780	843.789	796.632	766.185	421.711	811.196	861.719	109.686
842	3.50833	771.966	783.933	843.838	796.876	766.991	421.810	811.168	861.721	109.664
843	3.51250	773.398	785.121	843.814	797.092	767.692	422.132	811.294	861.845	109.660
844	3.51667	773.757	785.445	844.102	797.303	768.446	422.196	811.360	861.886	109.525
845	3.52083	774.190	785.917	844.293	797.463	768.931	422.414	811.293	861.959	109.438
846	3.52500	774.537	786.275	844.425	797.633	769.659	422.414	811.401	862.057	109.424
847	3.52917	774.858	786.623	844.530	797.778	770.298	422.544	811.482	862.052	109.445
848	3.53333	775.328	787.048	844.689	797.862	770.939	422.514	811.479	862.142	109.275
849	3.53750	775.677	787.531	844.745	797.990	771.374	422.627	811.593	862.214	109.338
850	3.54167	776.136	787.788	845.027	798.130	771.831	422.741	811.583	862.227	109.250
851	3.54583	776.548	788.296	845.186	798.245	772.327	422.822	811.622	862.342	109.197
852	3.55000	777.027	788.559	845.288	798.429	772.624	423.012	811.713	862.364	109.147
853	3.55417	777.637	789.156	845.433	798.564	773.116	422.998	811.693	862.482	109.039
854	3.55833	778.262	789.224	845.586	798.700	773.437	423.005	811.752	862.413	109.009
855	3.56250	778.725	789.637	845.710	798.894	773.737	423.116	811.765	862.469	109.009
856	3.56667	778.950	789.876	845.755	798.965	773.984	423.111	811.923	862.490	109.061
857	3.57083	779.182	790.094	845.805	799.044	774.216	423.104	811.884	862.525	108.933
858	3.57500	779.379	790.309	845.802	799.199	774.371	423.145	811.906	862.467	108.953
859	3.57917	779.650	790.412	845.955	799.322	774.604	423.214	812.064	862.615	108.972
860	3.58333	779.862	790.497	845.943	799.373	774.721	423.131	811.922	862.383	108.949
861	3.58750	780.262	790.806	846.008	799.509	774.813	423.286	811.930	862.513	108.895
862	3.59167	780.539	790.900	846.113	799.585	775.072	423.181	812.020	862.424	108.866
863	3.59583	782.056	792.036	845.932	799.708	775.080	423.239	812.026	862.465	108.864
864	3.60000	782.279	792.086	846.031	799.782	775.155	423.277	812.031	862.436	108.925
865	3.60417	782.527	792.175	846.042	799.839	775.245	423.178	812.044	862.485	108.855
866	3.60833	782.334	791.969	846.113	799.944	775.400	423.101	812.070	862.540	108.838
867	3.61250	782.323	791.644	846.022	800.070	775.337	423.195	812.033	862.510	108.777
868	3.61667	782.331	791.598	846.022	800.139	775.401	423.216	812.044	862.546	108.747
869	3.62083	782.458	791.430	846.095	800.172	775.560	423.090	812.055	862.546	108.745
870	3.62500	782.567	791.289	846.033	800.279	775.565	423.110	812.106	862.549	108.799
871	3.62917	782.789	791.384	846.008	800.307	775.581	423.048	812.136	862.507	108.706
872	3.63333	782.951	791.206	846.111	800.393	775.558	423.159	812.111	862.587	108.667
873	3.63750	783.226	791.096	846.069	800.429	775.666	422.929	812.215	862.417	108.798
874	3.64167	783.445	790.965	846.092	800.544	775.625	422.936	812.198	862.552	108.742
875	3.64583	783.599	790.795	846.042	800.620	775.554	423.026	812.089	862.553	108.763
876	3.65000	783.826	790.628	846.135	800.640	775.543	422.937	812.159	862.647	108.704
877	3.65417	784.067	790.506	846.077	800.703	775.488	422.955	812.140	862.551	108.693
878	3.65833	784.258	790.332	846.138	800.753	775.544	422.970	812.161	862.482	108.710
879	3.66250	784.457	790.110	846.064	800.819	775.439	422.884	812.174	862.554	108.712
880	3.66667	784.700	789.946	846.132	800.855	775.665	422.915	812.190	862.535	108.660
881	3.67083	784.826	789.659	846.168	801.009	775.458	423.086	812.204	862.552	108.637
882	3.67500	785.065	789.546	846.274	801.045	775.475	423.088	812.172	862.596	108.726
883	3.67917	785.301	789.333	846.294	801.117	775.482	423.109	812.263	862.544	108.729
884	3.68333	785.556	789.265	846.433	801.052	775.542	422.986	812.219	862.507	108.659
885	3.68750	785.780	789.087	846.433	801.182	775.431	423.132	812.222	862.527	108.752
886	3.69167	786.078	789.074	846.492	801.236	775.489	423.092	812.177	862.504	108.770
887	3.69583	786.286	788.844	846.500	801.344	775.329	423.062	812.260	862.473	108.784
888	3.70000	786.417	788.759	846.475	801.499	775.382	423.236	812.264	862.383	108.828
889	3.70417	786.756	788.524	846.644	801.402	775.426	423.108	812.232	862.496	108.650
890	3.70833	786.909	788.355	846.661	801.506	775.417	423.230	812.310	862.436	108.785
891	3.71250	787.180	788.204	846.726	801.611	775.445	423.231	812.234	862.464	108.697
892	3.71667	787.438	788.011	846.751	801.632	775.391	423.237	812.262	862.438	108.779
893	3.72083	787.592	787.852	846.743	801.715	775.468	423.235	812.250	862.469	108.742
894	3.72500	787.828	787.631	846.879	801.634	775.385	423.349	812.301	862.444	108.766
895	3.72917	787.948	787.460	846.856	801.733	775.521	423.213	812.237	862.399	108.811
896	3.73333	788.107	787.405	846.862	801.826	775.410	423.289	812.288	862.420	108.763
897	3.73750	788.204	787.181	846.845	801.848	775.490	423.233	812.234	862.490	108.726
898	3.74167	788.374	786.982	846.913	801.859	775.376	423.336	812.256	862.463	108.694
899	3.74583	788.395	786.683	846.900	801.884	775.384	423.420	812.286	862.418	108.899
900	3.75000	788.539	786.401	846.890	801.966	775.437	423.376	812.284	862.579	108.728
901	3.75417	788.672	786.211	846.916	802.009	775.451	423.404	812.236	862.390	108.767
902	3.75833	788.794	786.008	846.930	801.972	775.350	423.386	812.219	862.383	108.774
903	3.76250	788.850	785.798	846.957	802.003	775.309	423.417	812.243	862.358	108.799
904	3.76667	788.965	785.586	846.946	802.024	775.278	423.410	812.225	862.285	108.831
905	3.77083	788.989	785.482	846.923	801.968	775.202	423.410	812.197	862.388	108.835
906	3.77500	789.071	785.306	846.886	801.992	775.083	423.421	812.268	862.399	108.810
907	3.77917	789.153	785.062	846.893	802.049	775.103	423.414	812.268	862.509	108.792
908	3.78333	789.138	784.836	846.930	801.996	774.989	423.255	812.222	862.265	108.836
909	3.78750	789.211	784.857	846.853	802.136	774.885	423.342	812.180	862.324	108.857
910	3.79167	789.214	784.776	846.799	802.125	774.713	423.419	812.184	862.347	108.856
911	3.79583	789.247	784.641	846.785	802.113	774.625	423.320	812.287	862.294	108.926
912	3.80000	789.218	784.539	846.784	802.162	774.508	423.316	812.238	862.272	108.803
913	3.80417	789.251	784.419	846.742	802.125	774.481	423.310	812.257	862.302	108.859
914	3.80833	789.240	784.372	846.727	802.174	774.277	423.302	812.193	862.279	108.849
915	3.81250	789.232	784.209	846.669	802.139	774.291	423.164	812.200	862.352	108.935
916	3.81667	789.247	784.082	846.607	802.158	774.139	423.161	812.215	862.290	108.849
917	3.82083	789.247	784.042	846.600	802.216	773.912	423.301	812.226	862.185	108.901
918	3.82500	789.206	783.946	846.570	802.276	773.831	423.277	812.153	862.243	108.825
919	3.82917	789.203	783.872	846.578	802.223	773.736	423.176	812.160	862.213	108.967
920	3.83333	789.167	783.721	846.568	802.266	773.720	423.046	812.087	862.248	108.879
921	3.83750	789.214	783.742	846.563	802.273	773.543	423.108	812.166	862.173	108.926
922	3.84167	789.118	783.509	846.548	802.335	773.504	423.142	812.140	862.243	108.918
923	3.84583	789.126	783.403	846.485	802.354	773.447	423.057	812.109	862.165	108.968
924	3.85000	789.178	783.473	846.442	802.305	773.372	423.102	812.182	862.111	108.908
925	3.85417	789.102	783.381	846.392	802.302	773.328	423.077	812.158	862.145	108.965
926	3.85833	789.172	783.361	846.453	802.364	773.298	423.078	812.142	862.163	108.835
927	3.86250	789.099	783.294	846.438	802.282	773.268	423.032	812.136	862.221	108.894
928	3.86667	789.100	783.267	846.375	802.313	773.232	423.014	812.155	862.088	108.897
929	3.87083	789.074	783.214	846.357	802.317	773.216	423.058	812.092	862.081	108.930
930	3.87500	789.057	783.058	846.394	802.354	773.147	423.126	812.110	862.049	108.953
