NO_OF_FRAMES	1200
NO_OF_CAMERAS	7
NO_OF_MARKERS	3
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2014-06-30, 12:59:36	3231.27037116
DATA_INCLUDED	3D
MARKER_NAMES	HIP	KNEE	ANKLE
Frame	Time	HIP X	HIP Y	HIP Z	KNEE X	KNEE Y	KNEE Z	ANKLE X	ANKLE Y	ANKLE Z	
294	1.22500	765.952	800.779	851.570	776.245	827.619	430.386	787.896	885.300	107.143
295	1.22917	765.951	800.686	851.535	776.253	827.615	430.424	787.917	885.312	107.183
296	1.23333	765.929	800.773	851.523	776.267	827.522	430.531	787.883	885.367	107.081
297	1.23750	765.946	800.633	851.544	776.249	827.511	430.492	787.957	885.396	107.037
298	1.24167	765.900	800.591	851.536	776.240	827.497	430.497	787.897	885.361	107.043
299	1.24583	765.888	800.519	851.512	776.232	827.517	430.509	787.884	885.281	107.078
300	1.25000	765.889	800.497	851.521	776.243	827.453	430.533	787.968	885.270	107.179
301	1.25417	765.889	800.440	851.514	776.220	827.456	430.497	787.888	885.233	107.198
302	1.25833	765.880	800.363	851.507	776.218	827.454	430.487	787.893	885.220	107.254
303	1.26250	765.923	800.259	851.511	776.239	827.453	430.516	787.840	885.341	106.962
304	1.26667	765.903	800.222	851.457	776.170	827.402	430.513	787.866	885.284	107.186
305	1.27083	765.903	800.142	851.491	776.201	827.336	430.436	787.845	885.259	107.045
306	1.27500	765.885	800.132	851.504	776.134	827.281	430.518	787.864	885.326	107.061
307	1.27917	765.937	800.061	851.513	776.197	827.385	430.516	787.901	885.343	107.082
308	1.28333	765.977	800.025	851.510	776.234	827.321	430.514	787.894	885.096	107.264
309	1.28750	765.948	799.902	851.471	776.158	827.310	430.543	787.890	885.195	107.170
310	1.29167	765.913	799.800	851.474	776.150	827.187	430.568	787.809	885.284	107.162
311	1.29583	765.924	799.731	851.447	776.182	827.178	430.530	787.787	885.361	106.987
312	1.30000	765.942	799.683	851.437	776.162	827.137	430.485	787.892	885.220	107.282
313	1.30417	765.965	799.582	851.471	776.203	827.107	430.575	787.764	885.346	106.996
314	1.30833	765.930	799.472	851.473	776.197	827.036	430.519	787.932	885.280	107.164
315	1.31250	765.935	799.433	851.456	776.130	827.083	430.480	787.838	885.230	107.138
316	1.31667	765.894	799.245	851.502	776.161	826.972	430.496	787.808	885.257	107.100
317	1.32083	765.924	799.203	851.415	776.151	826.974	430.541	787.876	885.176	107.224
318	1.32500	765.915	799.011	851.394	776.172	826.928	430.476	787.861	885.163	107.132
319	1.32917	766.006	798.933	851.421	776.185	826.906	430.539	787.825	885.209	107.165
320	1.33333	765.935	798.846	851.429	776.196	826.807	430.513	787.954	885.193	107.249
321	1.33750	765.982	798.722	851.408	776.160	826.819	430.470	787.826	885.186	107.164
322	1.34167	765.922	798.617	851.345	776.149	826.796	430.452	787.861	885.189	107.052
323	1.34583	765.977	798.571	851.370	776.158	826.732	430.421	787.826	885.198	107.214
324	1.35000	765.961	798.392	851.347	776.198	826.732	430.430	787.920	885.275	107.221
325	1.35417	766.006	798.269	851.356	776.158	826.651	430.414	787.844	885.206	107.135
326	1.35833	766.024	798.241	851.321	776.171	826.636	430.387	787.814	885.207	107.147
327	1.36250	766.042	798.135	851.312	776.151	826.543	430.417	787.846	885.110	107.248
328	1.36667	766.025	798.053	851.290	776.151	826.569	430.456	787.768	885.211	107.121
329	1.37083	766.115	797.857	851.331	776.161	826.513	430.371	787.841	885.110	107.199
330	1.37500	766.014	797.743	851.292	776.210	826.574	430.369	787.800	885.148	107.187
331	1.37917	766.068	797.715	851.349	776.179	826.392	430.395	787.786	885.263	107.154
332	1.38333	766.063	797.611	851.241	776.141	826.363	430.338	787.817	885.151	107.123
333	1.38750	766.097	797.515	851.281	776.157	826.212	430.348	787.835	885.099	107.236
334	1.39167	766.174	797.463	851.297	776.168	826.211	430.291	787.891	885.099	107.358
335	1.39583	766.208	797.496	851.311	776.148	826.102	430.326	787.906	885.134	107.158
336	1.40000	766.158	797.366	851.227	776.198	826.077	430.377	787.821	885.065	107.166
337	1.40417	766.164	797.425	851.262	776.204	826.024	430.319	787.853	885.185	107.200
338	1.40833	766.151	797.326	851.278	776.189	825.918	430.319	787.752	885.168	107.045
339	1.41250	766.175	797.298	851.215	776.277	825.848	430.230	787.836	885.090	107.310
340	1.41667	766.203	797.238	851.210	776.208	825.801	430.234	787.807	885.097	107.120
341	1.42083	766.235	797.217	851.266	776.240	825.709	430.337	787.972	885.038	107.282
342	1.42500	766.279	797.258	851.241	776.282	825.656	430.199	787.819	884.992	107.287
343	1.42917	766.247	797.290	851.290	776.318	825.621	430.229	787.801	884.970	107.319
344	1.43333	766.314	797.212	851.317	776.274	825.531	430.272	787.866	885.025	107.310
345	1.43750	766.300	797.243	851.323	776.300	825.536	430.205	787.920	884.954	107.352
346	1.44167	766.303	797.312	851.341	776.393	825.496	430.184	787.855	885.002	107.301
347	1.44583	766.328	797.290	851.343	776.333	825.337	430.232	787.850	884.969	107.213
348	1.45000	766.291	797.314	851.370	776.324	825.386	430.242	787.854	885.043	107.256
349	1.45417	767.764	798.617	851.415	776.355	825.417	430.209	787.901	884.940	107.342
350	1.45833	766.331	797.382	851.414	776.365	825.396	430.200	787.876	884.936	107.268
351	1.46250	767.737	798.639	851.343	776.438	825.510	430.198	787.868	885.036	107.298
352	1.46667	767.649	798.614	851.375	776.408	825.413	430.224	787.900	884.866	107.300
353	1.47083	767.882	798.890	851.418	776.366	825.502	430.230	787.987	885.020	107.213
354	1.47500	767.784	798.849	851.448	776.379	825.536	430.267	787.924	884.954	107.267
355	1.47917	767.749	798.905	851.507	776.482	825.681	430.230	787.869	885.021	107.247
356	1.48333	767.694	799.074	851.550	776.422	825.695	430.179	787.952	884.943	107.294
357	1.48750	767.625	799.228	851.508	776.430	825.883	430.239	787.927	885.042	107.194
358	1.49167	767.507	799.326	851.625	776.431	825.898	430.193	787.979	885.060	107.171
359	1.49583	767.600	799.547	851.606	776.393	825.939	430.259	787.881	885.122	107.084
360	1.50000	767.500	799.715	851.584	776.395	826.206	430.225	787.968	885.035	107.262
361	1.50417	767.448	799.914	851.709	776.473	826.291	430.343	787.988	885.145	107.149
362	1.50833	767.303	800.198	851.712	776.452	826.332	430.354	787.933	885.145	107.125
363	1.51250	767.232	800.426	851.730	776.470	826.424	430.279	787.957	885.111	107.190
364	1.51667	767.131	800.719	851.709	776.468	826.590	430.331	788.019	885.066	107.234
365	1.52083	767.070	800.963	851.764	776.513	826.677	430.380	787.983	885.085	107.188
366	1.52500	766.953	801.244	851.815	776.561	826.793	430.364	788.015	885.055	107.315
367	1.52917	766.814	801.423	851.836	776.549	826.848	430.386	787.995	885.113	107.184
368	1.53333	766.712	801.746	851.936	776.541	826.984	430.434	788.041	885.212	107.139
369	1.53750	766.573	801.817	851.885	776.563	827.098	430.430	787.995	885.182	107.107
370	1.54167	766.546	802.161	851.971	776.542	827.309	430.452	788.130	885.204	107.210
371	1.54583	766.541	802.435	852.051	776.560	827.363	430.470	788.076	885.160	107.088
372	1.55000	766.476	802.710	852.136	776.616	827.611	430.547	788.023	885.205	107.117
373	1.55417	766.431	802.866	852.128	776.576	827.690	430.457	788.166	885.223	107.148
374	1.55833	766.395	803.301	852.173	776.558	827.832	430.499	788.063	885.216	107.093
375	1.56250	766.329	803.557	852.236	776.565	828.013	430.490	788.121	885.228	107.195
376	1.56667	766.289	803.828	852.320	776.646	828.186	430.517	788.078	885.356	107.027
377	1.57083	766.296	804.219	852.366	776.643	828.275	430.502	788.050	885.495	106.985
378	1.57500	766.262	804.772	852.474	776.683	828.407	430.561	788.110	885.373	107.055
379	1.57917	766.267	805.316	852.508	776.723	828.525	430.580	788.132	885.346	107.030
380	1.58333	766.232	805.891	852.656	776.715	828.672	430.626	788.138	885.513	106.968
381	1.58750	766.220	806.505	852.656	776.748	828.833	430.613	788.163	885.467	106.991
382	1.59167	766.104	806.956	852.706	776.714	829.005	430.561	788.144	885.395	107.121
383	1.59583	766.128	807.518	852.775	776.742	829.044	430.574	788.199	885.488	106.890
384	1.60000	766.128	807.868	852.833	776.745	829.293	430.588	788.267	885.583	106.914
385	1.60417	766.025	808.337	852.744	776.829	829.378	430.608	788.261	885.603	106.797
386	1.60833	766.006	808.664	852.724	776.817	829.507	430.637	788.224	885.631	106.775
387	1.61250	765.923	809.167	852.711	776.839	829.569	430.576	788.296	885.612	106.889
388	1.61667	765.907	809.509	852.741	776.836	829.765	430.583	788.385	885.615	106.967
389	1.62083	765.839	809.943	852.716	776.837	829.931	430.585	788.300	885.507	107.006
390	1.62500	765.793	810.427	852.781	776.858	829.941	430.524	788.361	885.590	106.973
391	1.62917	765.729	810.971	852.687	776.950	830.087	430.629	788.347	885.714	106.893
392	1.63333	765.669	811.534	852.723	776.936	830.205	430.627	788.280	885.673	106.843
393	1.63750	765.546	812.130	852.721	776.928	830.239	430.573	788.247	885.690	106.861
394	1.64167	765.466	812.716	852.698	777.013	830.440	430.620	788.366	885.698	106.915
395	1.64583	765.395	813.360	852.682	777.001	830.494	430.497	788.389	885.785	106.801
396	1.65000	765.337	813.737	852.580	777.011	830.528	430.531	788.363	885.772	106.765
397	1.65417	765.320	814.196	852.647	777.042	830.574	430.519	788.425	885.695	106.912
398	1.65833	765.225	814.509	852.630	777.060	830.675	430.486	788.411	885.819	106.726
399	1.66250	765.162	814.998	852.550	777.105	830.764	430.491	788.450	885.881	106.605
400	1.66667	765.261	815.435	852.654	777.159	830.807	430.503	788.504	885.851	106.818
401	1.67083	765.122	815.872	852.630	777.165	830.841	430.466	788.454	885.991	106.724
402	1.67500	765.164	816.271	852.665	777.170	830.899	430.401	788.384	885.783	106.640
403	1.67917	765.131	816.909	852.576	777.195	830.955	430.399	788.475	885.885	106.737
404	1.68333	765.079	817.455	852.549	777.208	831.021	430.341	788.446	885.930	106.636
405	1.68750	765.051	818.304	852.523	777.290	831.080	430.263	788.525	886.116	106.495
406	1.69167	764.903	818.903	852.500	777.343	831.029	430.282	788.543	885.968	106.578
407	1.69583	764.782	819.517	852.430	777.325	831.070	430.230	788.520	886.069	106.434
408	1.70000	764.787	820.068	852.362	777.363	830.994	430.135	788.450	886.144	106.403
409	1.70417	764.724	820.533	852.440	777.472	831.022	430.128	788.507	886.148	106.438
410	1.70833	764.611	821.078	852.475	777.451	830.833	430.054	788.620	886.144	106.441
411	1.71250	764.521	821.579	852.386	777.530	830.756	430.011	788.649	886.212	106.435
412	1.71667	764.462	822.046	852.293	777.526	830.660	429.897	788.619	886.319	106.380
413	1.72083	764.419	822.675	852.370	777.605	830.581	429.851	788.647	886.280	106.361
414	1.72500	764.288	823.396	852.230	777.641	830.393	429.782	788.666	886.249	106.360
415	1.72917	764.304	824.197	852.120	777.676	830.214	429.723	788.649	886.280	106.335
416	1.73333	764.160	824.907	851.914	777.708	830.018	429.473	788.546	886.377	106.135
417	1.73750	764.050	825.691	851.837	777.745	829.726	429.517	788.709	886.423	106.155
418	1.74167	763.916	826.218	851.766	777.833	829.451	429.375	788.666	886.545	106.064
419	1.74583	763.872	826.835	851.794	777.859	829.043	429.264	788.673	886.430	106.164
420	1.75000	763.929	827.377	851.748	777.941	828.666	429.153	788.648	886.372	106.141
421	1.75417	763.962	827.863	851.749	777.954	828.246	429.098	788.620	886.449	106.105
422	1.75833	763.928	828.432	851.827	778.011	827.727	428.873	788.669	886.252	106.219
423	1.76250	763.889	829.012	851.763	778.084	827.128	428.598	788.637	886.367	106.222
424	1.76667	763.732	829.784	851.703	778.225	826.591	428.543	788.651	886.430	106.109
425	1.77083	763.725	830.562	851.632	778.401	825.910	428.469	788.663	886.354	106.220
426	1.77500	763.640	831.601	851.578	778.538	825.099	428.205	788.761	886.292	106.272
427	1.77917	763.827	832.437	851.529	778.738	824.334	428.028	788.779	886.069	106.400
428	1.78333	763.961	833.317	851.430	778.852	823.418	427.848	788.739	886.211	106.219
429	1.78750	764.153	834.220	851.356	779.050	822.628	427.428	788.795	886.151	106.371
430	1.79167	764.258	835.170	851.319	779.435	821.614	427.308	788.828	886.055	106.327
431	1.79583	764.195	836.137	851.325	779.727	820.427	427.116	788.935	885.823	106.602
432	1.80000	763.982	837.157	850.970	780.087	819.251	426.868	788.860	885.826	106.525
433	1.80417	762.919	837.472	850.934	780.444	818.112	426.644	788.999	885.852	106.407
434	1.80833	762.802	838.200	850.704	780.790	816.684	426.466	789.079	885.851	106.553
435	1.81250	762.722	838.922	850.585	781.193	815.363	426.147	788.963	885.741	106.539
436	1.81667	762.899	839.986	850.449	781.769	814.085	425.968	789.122	885.648	106.611
437	1.82083	762.713	840.633	850.121	782.147	812.673	425.818	789.174	885.428	106.901
438	1.82500	762.554	841.888	849.653	782.536	811.047	425.428	789.231	885.493	106.726
439	1.82917	762.504	843.277	849.214	782.874	809.461	425.136	789.264	885.328	106.850
440	1.83333	762.480	844.183	848.678	783.141	808.033	424.727	789.386	885.279	106.924
441	1.83750	762.384	845.065	848.069	783.686	805.877	424.384	789.401	885.093	107.030
442	1.84167	762.356	846.167	847.379	783.998	803.900	424.037	789.493	884.862	107.251
443	1.84583	762.245	847.245	846.674	784.396	802.004	423.566	789.571	884.663	107.325
444	1.85000	762.221	848.587	846.078	784.776	799.803	423.208	789.584	884.525	107.504
445	1.85417	762.238	849.632	845.470	785.130	797.509	422.524	789.713	884.195	107.827
446	1.85833	761.998	850.245	844.765	785.719	795.512	422.034	789.755	883.990	107.963
447	1.86250	761.939	850.935	844.059	786.389	792.990	421.598	789.762	883.687	108.061
448	1.86667	760.935	850.812	842.967	787.069	790.560	421.019	789.778	883.527	108.067
449	1.87083	760.980	851.922	842.017	787.671	788.224	420.680	789.822	883.364	108.137
450	1.87500	761.224	853.563	840.950	788.207	785.699	419.943	789.787	883.193	108.243
451	1.87917	761.197	854.969	839.357	789.015	783.404	419.332	789.826	882.862	108.386
452	1.88333	760.972	856.088	837.519	789.525	781.037	418.615	789.715	882.661	108.492
453	1.88750	761.006	856.665	836.324	789.945	778.352	417.801	789.725	882.375	108.557
454	1.89167	760.946	857.638	834.840	790.381	776.148	417.024	789.785	882.324	108.667
455	1.89583	760.846	858.750	833.171	790.736	773.570	416.163	789.651	881.962	108.674
456	1.90000	760.859	859.507	831.569	791.159	771.193	415.367	789.810	881.837	108.810
457	1.90417	760.926	860.175	829.675	791.619	768.990	414.402	789.797	881.712	108.766
458	1.90833	760.851	860.930	827.528	792.097	766.816	413.439	789.827	881.586	108.917
459	1.91250	761.025	861.425	825.654	792.502	764.336	412.464	789.959	881.438	108.866
460	1.91667	761.171	862.022	823.712	792.866	762.200	411.424	789.956	881.222	108.899
461	1.92083	761.265	862.725	821.788	793.459	759.867	410.404	789.970	881.168	108.820
462	1.92500	761.388	863.191	819.859	794.021	757.489	409.433	790.004	881.037	108.796
463	1.92917	761.426	863.935	817.111	794.611	755.257	408.492	790.078	880.907	108.810
464	1.93333	761.351	864.805	814.619	795.264	752.817	407.393	789.965	880.702	108.857
465	1.93750	761.322	865.980	812.213	795.976	750.484	406.266	790.068	880.661	108.872
466	1.94167	761.247	868.481	809.616	796.448	748.000	405.091	790.152	880.353	108.902
467	1.94583	761.591	867.442	807.037	796.881	745.706	404.036	790.087	880.195	108.895
468	1.95000	761.259	868.660	803.987	797.257	743.323	402.740	790.119	879.994	108.955
469	1.95417	761.276	868.549	801.391	797.754	741.101	401.633	789.936	879.740	109.091
470	1.95833	761.403	869.079	798.841	797.981	738.644	400.222	789.891	879.264	109.171
471	1.96250	761.768	869.234	796.442	798.381	736.045	399.027	789.949	878.944	109.180
472	1.96667	761.832	869.609	793.495	798.626	733.608	397.633	789.855	878.535	109.381
473	1.97083	761.876	870.001	790.314	799.070	731.045	396.405	789.745	878.182	109.673
474	1.97500	762.134	870.003	787.384	799.295	728.694	394.984	789.579	877.711	109.710
475	1.97917	762.244	869.888	784.755	799.445	726.353	393.737	789.337	877.087	110.014
476	1.98333	762.915	866.211	782.587	799.713	723.631	392.420	789.188	876.678	110.035
477	1.98750	762.850	867.222	779.747	799.933	721.159	391.115	788.973	876.189	110.194
478	1.99167	763.021	867.706	776.678	800.024	718.725	389.700	788.746	875.854	110.310
479	1.99583	763.258	868.307	773.539	800.240	716.217	388.434	788.347	875.414	110.353
480	2.00000	763.601	868.383	770.670	800.337	713.592	387.064	788.116	874.892	110.516
481	2.00417	763.780	868.434	767.614	800.563	711.178	385.679	787.872	874.437	110.610
482	2.00833	763.553	868.395	764.392	800.683	708.423	384.522	787.459	874.052	110.689
483	2.01250	763.904	868.929	760.998	801.109	705.906	383.337	786.910	873.823	110.660
484	2.01667	763.046	867.625	758.291	801.346	703.419	382.073	786.506	873.391	110.832
485	2.02083	763.193	867.772	755.205	801.454	700.647	380.799	785.945	872.584	110.361
486	2.02500	763.068	868.003	752.095	801.624	698.076	379.405	785.609	872.340	110.748
487	2.02917	762.680	868.208	749.245	801.871	695.609	378.009	785.407	871.793	111.042
488	2.03333	764.081	867.407	746.079	802.083	692.750	376.831	784.974	871.512	111.594
489	2.03750	764.421	867.415	742.865	802.199	690.362	375.390	784.548	871.231	112.119
490	2.04167	764.603	867.439	739.689	802.357	687.995	373.989	783.954	871.101	112.744
491	2.04583	764.837	867.448	736.493	802.613	685.533	372.637	783.592	870.436	112.867
492	2.05000	765.035	867.271	733.287	802.751	683.059	371.333	783.262	869.944	113.341
493	2.05417	765.421	867.068	730.251	802.881	680.658	369.870	782.949	869.198	113.813
494	2.05833	765.765	866.899	727.268	802.979	677.956	368.588	782.556	868.507	114.375
495	2.06250	765.952	866.395	723.855	803.105	675.794	367.242	782.288	867.770	114.929
496	2.06667	766.265	866.008	720.795	803.186	673.474	365.940	781.925	867.103	115.516
497	2.07083	766.596	865.605	717.812	803.234	671.228	364.556	781.367	868.151	116.326
498	2.07500	767.471	865.096	714.206	803.246	668.955	363.189	780.864	867.621	116.722
499	2.07917	767.452	865.033	711.032	803.309	666.797	362.020	780.375	866.989	116.948
500	2.08333	767.325	865.050	707.956	803.228	664.563	360.733	779.900	866.930	117.540
501	2.08750	767.102	864.698	705.090	803.111	662.391	359.439	779.456	866.515	117.737
502	2.09167	766.986	864.198	701.763	802.997	660.144	358.144	779.180	865.997	118.294
503	2.09583	766.949	863.860	698.732	802.814	658.338	356.988	779.095	865.206	118.998
504	2.10000	767.011	863.568	695.763	802.488	656.130	355.598	778.682	864.683	119.420
505	2.10417	767.035	863.024	692.920	802.320	654.071	354.503	778.643	864.309	120.273
506	2.10833	767.049	862.632	689.886	802.005	652.094	353.282	778.425	863.619	120.921
507	2.11250	767.026	862.317	687.036	801.735	650.270	352.159	778.022	862.890	121.314
508	2.11667	767.008	861.905	684.280	801.347	648.164	350.950	777.567	862.217	121.619
509	2.12083	767.070	861.512	681.369	801.041	646.445	349.926	777.000	861.594	122.008
510	2.12500	767.297	860.870	678.940	800.653	644.449	348.926	776.585	861.251	122.581
511	2.12917	767.505	860.503	676.459	800.306	642.757	348.153	775.930	860.527	123.041
512	2.13333	767.581	859.969	674.185	800.080	640.906	347.368	775.450	860.061	123.486
513	2.13750	767.679	859.407	671.910	799.708	639.256	346.437	774.978	859.559	123.795
514	2.14167	767.955	858.882	669.758	799.586	637.732	345.639	774.548	859.028	124.374
515	2.14583	768.059	858.199	668.029	799.324	636.274	344.720	773.925	858.469	124.525
516	2.15000	768.337	857.617	666.258	799.055	635.016	343.861	773.517	858.135	124.944
517	2.15417	768.442	856.882	664.640	798.779	633.583	343.053	772.059	856.962	123.669
518	2.15833	768.534	855.738	662.812	798.456	632.328	342.178	771.523	856.623	123.736
519	2.16250	768.595	854.706	661.397	798.270	631.057	341.506	771.216	856.198	124.159
520	2.16667	768.715	853.816	660.060	798.008	629.991	340.851	770.912	855.882	124.428
521	2.17083	768.886	853.137	658.732	797.766	628.836	340.229	770.644	855.463	124.715
522	2.17500	768.911	852.450	657.558	797.561	627.798	339.592	770.359	855.156	124.852
523	2.17917	769.106	851.663	656.335	797.302	626.863	339.037	770.152	854.875	125.206
524	2.18333	769.350	850.448	655.261	797.011	625.924	338.538	769.898	854.587	125.454
525	2.18750	769.768	849.337	654.374	796.774	624.933	338.013	769.807	854.265	125.768
526	2.19167	769.721	848.003	654.070	796.575	623.912	337.649	769.704	853.720	126.315
527	2.19583	769.317	846.859	653.947	796.321	622.978	337.309	769.568	853.312	126.666
528	2.20000	769.360	845.877	653.504	796.021	622.160	337.035	769.485	852.844	127.015
529	2.20417	769.350	845.113	653.149	795.724	621.403	336.806	769.151	852.363	127.342
530	2.20833	769.259	844.315	652.986	795.316	620.575	336.726	768.915	852.061	127.548
531	2.21250	769.247	843.670	652.823	794.883	619.922	336.679	768.432	851.742	127.919
532	2.21667	769.137	843.046	652.814	794.399	619.330	336.672	768.118	851.330	128.310
533	2.22083	767.695	843.713	652.102	793.827	618.665	336.714	767.627	851.027	128.656
534	2.22500	768.040	842.437	652.517	793.185	618.087	336.743	767.320	850.710	129.059
535	2.22917	768.982	839.665	652.965	792.734	617.595	337.010	766.960	850.113	129.535
536	2.23333	768.580	843.223	652.643	792.190	617.206	337.309	766.540	849.700	129.846
537	2.23750	768.500	842.495	653.273	791.692	616.979	337.572	766.079	849.377	130.139
538	2.24167	768.433	841.920	653.981	791.310	616.758	337.930	765.769	849.053	130.302
539	2.24583	768.357	841.350	654.711	790.957	616.723	338.142	765.520	848.845	130.471
540	2.25000	767.833	840.141	656.388	790.677	616.690	338.404	765.267	848.645	130.587
541	2.25417	768.146	837.629	657.480	790.441	616.834	338.799	765.122	848.339	130.781
542	2.25833	768.050	837.236	658.501	790.192	617.041	339.170	765.147	848.316	130.724
543	2.26250	766.809	835.200	659.136	789.989	617.352	339.460	765.099	848.294	130.741
544	2.26667	766.569	834.619	660.987	789.842	617.733	339.754	765.224	848.382	130.719
545	2.27083	766.557	834.412	662.017	789.710	618.199	340.155	765.341	848.537	130.584
546	2.27500	766.672	834.289	663.095	789.533	618.747	340.340	765.598	848.807	130.499
547	2.27917	766.454	834.003	664.467	789.445	619.433	340.595	765.732	849.211	130.160
548	2.28333	766.487	833.747	666.157	789.406	620.147	340.744	766.110	849.597	129.909
549	2.28750	766.450	833.452	667.622	789.293	621.056	340.922	766.329	850.231	129.496
550	2.29167	766.602	833.337	669.272	789.255	622.108	341.032	766.808	850.581	128.931
551	2.29583	768.314	834.474	670.803	789.292	623.125	341.202	767.086	851.069	128.424
552	2.30000	767.783	833.814	672.699	789.347	624.278	341.300	767.475	851.503	127.889
553	2.30417	767.382	833.194	674.429	789.489	625.600	341.503	767.440	851.874	127.301
554	2.30833	767.243	832.629	676.349	789.618	626.951	341.644	767.839	852.463	126.665
555	2.31250	767.014	831.818	678.446	789.647	628.371	341.897	767.812	853.107	125.867
556	2.31667	766.713	831.064	680.564	789.691	629.968	342.242	767.653	854.022	125.087
557	2.32083	766.557	830.710	682.922	789.871	631.529	342.741	767.662	854.734	124.584
558	2.32500	766.305	830.534	684.992	790.014	633.264	343.323	767.569	855.238	123.803
559	2.32917	765.959	829.914	687.338	790.242	635.055	344.051	767.443	855.727	122.975
560	2.33333	765.682	829.244	690.010	790.457	636.924	344.902	767.425	856.310	122.492
561	2.33750	765.263	828.452	692.739	790.663	638.742	346.024	767.376	856.557	122.179
562	2.34167	764.968	827.426	695.787	790.937	640.498	347.107	767.672	856.912	121.909
563	2.34583	764.792	826.586	699.144	791.323	642.365	348.335	767.992	857.161	121.845
564	2.35000	764.535	825.813	702.718	791.835	644.199	349.620	768.308	857.408	121.692
565	2.35417	764.237	825.046	706.293	792.531	646.248	351.102	768.795	857.527	121.724
566	2.35833	764.746	824.523	710.512	793.235	647.870	353.204	769.117	857.559	121.756
567	2.36250	764.326	822.060	715.550	794.150	649.484	355.794	769.491	857.683	121.847
568	2.36667	764.407	821.782	719.846	794.710	650.940	358.413	770.171	857.867	122.171
569	2.37083	763.221	819.433	724.937	795.147	652.958	360.805	770.397	857.387	122.588
570	2.37500	763.726	819.235	729.905	795.414	655.282	363.264	770.772	857.109	122.876
571	2.37917	763.479	818.004	734.974	795.663	657.956	365.924	770.994	856.886	123.307
572	2.38333	763.670	815.567	741.304	795.823	660.760	368.623	771.364	856.605	124.012
573	2.38750	763.877	813.732	747.650	796.147	663.317	372.346	771.605	856.245	124.601
574	2.39167	763.975	811.681	753.888	796.172	666.130	376.270	771.864	855.851	125.269
575	2.39583	763.455	809.979	760.319	796.252	669.244	379.943	772.137	855.447	125.939
576	2.40000	763.698	807.692	767.949	796.056	672.879	383.449	772.448	855.262	126.963
577	2.40417	763.612	805.996	774.734	796.066	676.954	387.134	772.684	854.917	127.658
578	2.40833	763.982	803.482	782.800	796.362	680.617	392.379	772.918	854.711	128.445
579	2.41250	764.222	801.090	791.038	796.380	684.589	397.551	773.152	854.401	129.317
580	2.41667	764.083	799.200	798.906	796.292	689.376	402.409	773.251	854.083	130.340
581	2.42083	764.247	796.732	807.445	796.358	694.478	407.400	773.736	854.012	131.839
582	2.42500	764.450	794.641	816.334	796.536	699.030	413.965	774.536	852.916	134.728
583	2.42917	764.740	791.816	825.786	796.283	704.727	419.745	775.834	851.889	137.674
584	2.43333	764.746	790.076	834.887	796.163	710.635	425.812	776.427	850.761	139.044
585	2.43750	764.747	788.239	844.134	796.232	715.317	433.840	777.279	849.998	141.268
586	2.44167	764.812	785.708	853.294	795.662	721.689	440.448	778.815	849.040	145.541
587	2.44583	765.116	783.914	863.252	795.427	726.528	448.984	780.337	847.198	149.568
588	2.45000	765.282	781.804	873.358	794.657	732.699	456.292	782.737	845.044	153.061
589	2.45417	765.336	779.625	883.204	794.067	737.798	465.086	784.475	842.063	158.582
590	2.45833	765.503	777.611	893.231	793.227	743.268	472.936	788.422	839.174	162.733
591	2.46250	765.216	775.462	902.739	792.466	747.872	482.395	791.628	835.334	169.144
592	2.46667	764.960	773.715	912.365	791.378	753.282	490.121	795.278	831.883	175.453
593	2.47083	764.573	772.156	921.789	790.899	757.878	499.297	797.961	828.394	181.480
594	2.47500	764.533	769.864	931.643	789.979	762.789	506.929	801.054	824.385	188.953
595	2.47917	764.757	768.404	941.478	789.466	766.426	515.909	804.043	820.529	197.673
596	2.48333	764.467	765.992	950.963	789.143	769.593	524.084	805.153	819.168	203.897
597	2.48750	763.890	765.254	959.839	789.353	771.631	532.564	806.976	816.725	212.135
598	2.49167	763.507	764.020	968.430	789.913	772.832	541.205	807.946	815.774	220.644
599	2.49583	763.372	763.037	977.301	789.511	773.792	548.391	807.376	816.767	226.715
600	2.50000	763.403	761.462	986.001	789.436	773.776	556.401	807.119	817.714	235.309
601	2.50417	763.009	761.436	993.700	789.314	774.251	563.672	806.243	819.581	241.375
602	2.50833	762.411	761.011	1001.851	789.553	773.567	571.050	806.275	820.281	249.685
603	2.51250	762.012	760.433	1009.825	789.915	773.170	578.302	805.924	822.281	256.195
604	2.51667	761.393	760.622	1016.420	790.160	772.897	585.201	805.533	823.141	264.613
605	2.52083	761.197	760.491	1024.221	790.171	771.582	592.752	804.951	824.860	272.416
606	2.52500	761.285	761.020	1031.266	790.111	771.011	598.810	804.884	826.443	280.342
607	2.52917	760.494	761.368	1037.345	790.696	769.240	606.109	803.800	828.571	287.791
608	2.53333	759.664	761.520	1043.834	791.590	767.372	613.111	803.041	830.759	295.158
609	2.53750	758.834	761.836	1049.607	791.548	765.589	619.253	802.405	832.915	302.600
610	2.54167	758.205	761.897	1055.835	791.786	763.201	626.030	801.617	835.008	309.763
611	2.54583	757.618	762.213	1061.165	791.903	761.112	631.926	800.792	837.340	316.955
612	2.55000	757.010	762.271	1066.609	792.592	758.436	638.856	800.308	838.955	324.552
